Title,Producto y Módulo,Palabras clave BC CSC CM,Categoría,Acceso,Soporte
"¿Cómo obtener un reporte del stock valorizado del almacén?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Almacén"",""TermID"":""4fe793f5-2910-41cd-bebc-f2eda59fceca""}]","[{""Label"":""almacenes"",""TermID"":""f67aa87b-24c6-4bd3-9b06-ce7dbcc33a1f""},{""Label"":""farmacia"",""TermID"":""175196c3-ad40-4bff-bc69-775b238442b7""},{""Label"":""stock"",""TermID"":""94b31485-28c9-451c-9f6a-d287f75273c9""},{""Label"":""PDF"",""TermID"":""eb1fd51e-a39a-403f-90be-e01a020f0bf3""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Informes -> stock valores compra","Externo"
"¿Cómo crear un nuevo tipo de suceso para historias clínicas?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""parámetro"",""TermID"":""363a3287-1e08-4655-b75f-e469acbf580f""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración -> General -> Historias Clínicas -> Tipo de Suceso

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-11345","Externo"
"¿Por qué el número de teléfonos e email del paciente no son visibles en la historia clínica?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""seguridad"",""TermID"":""7401cd5d-bf41-4dcd-98dd-e61bfbf9bc86""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Historias Clínicas - Sucesos

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-5085
","Interno"
"¿Por qué un tipo de formulario no está disponible para ingresar en el suceso de accidente?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""seguridad"",""TermID"":""7401cd5d-bf41-4dcd-98dd-e61bfbf9bc86""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración -> General -> Siniestros  -> Formularios -> Formularios

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-12344","Interno"
"¿Por qué no se visualiza la firma de un profesional en pantallas o impresiones?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Historias Clinicas - > Sucesos (Accidente, Examenes, Consultorios, Visitas)","Externo"
"¿Por qué los envíos por email de ML quedan marcados en rojo?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""envío"",""TermID"":""cb8bcf8a-68d3-42b2-8002-868fffee6723""},{""Label"":""error"",""TermID"":""bb5dfe33-5311-44ca-a2e1-77ce749592fc""},{""Label"":""Email"",""TermID"":""0dadd208-0008-47ef-bed1-dd070ba27f6e""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Comunicación -> Emails Enviados","Interno"
"¿Cómo configurar la cantidad de días para reinicio laboral en el formulario de alta médica?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""},{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""},{""Label"":""alta médica"",""TermID"":""4e431d1b-7af6-4ef2-927a-aebf13d3e7da""},{""Label"":""parámetro"",""TermID"":""363a3287-1e08-4655-b75f-e469acbf580f""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración -> Accidentes -> Parámetros de Accidente

Ejemplo: 
https://accessinformatica.atlassian.net/browse/SDCM-5012","Externo"
"¿Cómo configurar la cantidad de dígitos para los códigos de clientes?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""cliente"",""TermID"":""1fb3bc76-37e0-4f0e-b17a-0fea65d68b86""},{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""parámetro"",""TermID"":""363a3287-1e08-4655-b75f-e469acbf580f""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Ventas -> Datos -> Parámetros (Solapa Códigos de Clientes)

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-3699","Externo"
"¿Cómo configurar un tipo de examen para que sea visible por el empleado o cliente?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""},{""Label"":""resultado de examen"",""TermID"":""2d43e6dc-e6d9-4085-986e-c8b99e9f7c88""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración -> Exámenes -> Resultados de Examen

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-12344
https://accessinformatica.atlassian.net/browse/SDCM-5094","Externo"
"¿Cómo anular una orden de prestación de un trabajador?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""ordenDePrestacion"",""TermID"":""5a8ef303-6bbc-470f-bdb5-748156d882ed""},{""Label"":""anular"",""TermID"":""7afa29e5-d8ad-4aaf-84f5-8b517a9656ed""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Historia Clinica -> Suceso del Trabajador -> Seleccionar un suceso -> Botón ""Ordenes de Prestación""","Externo"
"¿Qué es una historia clínica y qué es un suceso?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""},{""Label"":""suceso"",""TermID"":""67859ce3-ccd4-4ec7-a048-dca647a2f35f""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Historias Clínicas","Externo"
"¿Qué contiene un suceso?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""suceso"",""TermID"":""67859ce3-ccd4-4ec7-a048-dca647a2f35f""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Historia Clinica","Externo"
"¿Cómo configurar cobertura de programa/módulo?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración-General-Rubros-Prestaciones ","Externo"
"¿Qué contiene la bandeja de entrada/facturación?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""}]","[{""Label"":""bandeja de entrada"",""TermID"":""66c37e81-f0a2-405e-9d5c-c4da1e763121""},{""Label"":""facturación"",""TermID"":""0921218f-d957-4387-a379-ff78bc122eee""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Bandeja de Entrada-Facturación","Externo"
"¿Cómo habilitar por base de datos el contador en un estado de bandeja de entrada?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""}]","[{""Label"":""contador"",""TermID"":""b03d6a81-faea-49db-af07-3f8667df90da""},{""Label"":""bandeja de entrada"",""TermID"":""66c37e81-f0a2-405e-9d5c-c4da1e763121""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Base de Datos","Interno"
"¿Cómo configurar profesionales y/o servicios?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""},{""Label"":""servicios"",""TermID"":""294e990e-a18e-4f4f-9b12-d123b0ccb451""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Entidades - Servicio o Profesionales","Externo"
"¿Cómo cargar el horario en la agenda de un profesional?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""agenda"",""TermID"":""f1f474cb-65d1-44d2-ae6a-106f19725c85""},{""Label"":""sobreturno"",""TermID"":""a739cea0-256a-42c5-a526-7d00bbe750af""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Profesional - Agenda","Externo"
"¿Cómo dar de alta una extensión de archivo que se quiere adjuntar? Según la ART.","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""error"",""TermID"":""bb5dfe33-5311-44ca-a2e1-77ce749592fc""},{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""generar PDF"",""TermID"":""44d444e1-d7c1-42ff-aa9b-0c7bd3e244e8""},{""Label"":""PDF"",""TermID"":""eb1fd51e-a39a-403f-90be-e01a020f0bf3""},{""Label"":""parámetro"",""TermID"":""363a3287-1e08-4655-b75f-e469acbf580f""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Base de datos","Interno"
"¿Cómo forzar el update del trigger ModiComprobantesVenta?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Base de Datos.","Interno"
"¿En qué versión se corrigió el error al cumplir un turno para el módulo exámenes?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Turnos"",""TermID"":""0140c615-fae4-4478-b69b-5be924709241""}]","[{""Label"":""error"",""TermID"":""bb5dfe33-5311-44ca-a2e1-77ce749592fc""},{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","ML1 ","Interno"
"¿Por qué motivo la edición de una factura de compra muestra el mensaje de stock insuficiente?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""factura"",""TermID"":""e920df5f-484a-4b04-a1b0-04a717252969""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Compras -> Ingreso de Comprobantes","Interno"
"¿Cómo ingresar comprobantes de venta ya informados a AFIP?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Ventas -> Comprobantes -> Ingreso de Comprobantes","Interno"
"¿Cómo anular un recibo asociado a una boleta de depósito?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Recibos"",""TermID"":""29201f62-7d44-4319-b096-a53a3817cc0a""}]","[{""Label"":""anular"",""TermID"":""7afa29e5-d8ad-4aaf-84f5-8b517a9656ed""},{""Label"":""cheque"",""TermID"":""24e4fcec-d82f-4820-9326-bb8b9799506a""},{""Label"":""recibo"",""TermID"":""0c9c3899-9a71-4718-b4dd-b5e9c38b11c9""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Ventas -> Cuenta Corriente -> Recibos -> Borrado/Anulación/Ingreso de Anulado

https://accessinformatica.atlassian.net/browse/SDCM-5429","Interno"
"¿Cómo Valorizar prestaciones de ART?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""},{""Label"":""facturación"",""TermID"":""0921218f-d957-4387-a379-ff78bc122eee""},{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""},{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","ART -> Datos -> ARTs

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-6011","Externo"
"¿Cómo anular ordenes de prestación por base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""anular"",""TermID"":""7afa29e5-d8ad-4aaf-84f5-8b517a9656ed""},{""Label"":""ordenDePrestacion"",""TermID"":""5a8ef303-6bbc-470f-bdb5-748156d882ed""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Base de Datos.

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-1036
","Interno"
"¿Cómo agregar un permiso de página? / ¿Cómo habilitar una nueva funcionalidad ya incluida?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""}]","[{""Label"":""permiso"",""TermID"":""62788f7c-0d95-4625-b60f-7f0e06956c78""},{""Label"":""página"",""TermID"":""a31492ad-aa44-4d2c-9328-a10fc254f555""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Seguridad → Permisos → Páginas

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-5083","Externo"
"¿Cómo agregar un siniestro?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Historias Clínicas","Externo"
"¿Cómo es la edición de un siniestro?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""},{""Label"":""suceso"",""TermID"":""67859ce3-ccd4-4ec7-a048-dca647a2f35f""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Historias Clínicas -> Selección de Trabajador -> Selección de Paciente","Externo"
"¿Como generar archivo txt sobre retenciones de ganancias en facturas de compras?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""retenciones"",""TermID"":""ce216d79-83eb-4d6b-82a1-ea335beea90c""},{""Label"":""ganancias"",""TermID"":""fc6dd7c5-f11b-4b09-886f-2a51437d85d5""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""},{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""},{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo de Administración: 
Compra >Datos >Tipo de impuestos de proveedor.
Compra >Reporte > Exportar Retenciones RG 830

Ejemplo:
https://accessinformatica.atlassian.net/browse/SDCM-3981","Externo"
"¿Cómo se carga una prestación? ","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""consultorio"",""TermID"":""7decbca0-650a-4a68-8c37-0a35e9441719""},{""Label"":""manual ml.net"",""TermID"":""ac58705b-fad2-4a3c-bb34-7ad8cc747409""},{""Label"":""medicamentos"",""TermID"":""172369d4-4a6a-4fe6-a49d-c76f96b4cf72""},{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""},{""Label"":""suceso"",""TermID"":""67859ce3-ccd4-4ec7-a048-dca647a2f35f""},{""Label"":""orden de prestación"",""TermID"":""d68340cf-da99-44ee-a442-24c86d6b33a9""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","HC -> Selección de Paciente -> Selección de Suceso -> Abrir Suceso

Sucesos -> Accidentes -> Buscar -> Búsqueda del Suceso -> Selección del Suceso -> Abrir Suceso

","Externo"
"¿Cómo dar de alta a un ejercicio contable?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""}]","[{""Label"":""configurar"",""TermID"":""147f86a8-314f-467a-bdcd-d8c8e9f46625""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Modulo de Administración >Contabilidad > Datos > Ejercicios
","Externo"
"¿Cómo habilitar la turnera de un profesional por base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de datos.","Interno"
"¿Cómo asignarle las prácticas a un profesional para ART?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""}]","[{""Label"":""bandeja de entrada"",""TermID"":""66c37e81-f0a2-405e-9d5c-c4da1e763121""},{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""},{""Label"":""usuario"",""TermID"":""c84ef1d6-1557-4a9f-9f73-f0fb1cc4dd99""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Configuración > General > Especialidades.","Externo"
"¿Como inhabilitar una prestación?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Exámenes"",""TermID"":""0c7dbc51-0068-4c95-bd2d-721ea90e2450""}]","[{""Label"":""Inhabilitar"",""TermID"":""457779dc-fb0a-43bc-bfb5-683d033effc1""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Botón de yeso >  Rubro > Prestaciones.","Externo"
